"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"50";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"70";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"70";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"60";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"90";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"100";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089666";"1.11.62.2.1.1.4.1";"110";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"79800";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"93700";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"92800";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"92900";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"91800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"103600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"81500";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"89200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089667";"1.11.62.2.1.1.4.2";"94200";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2390";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2440";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2850";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2930";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"3010";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2960";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"3090";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089854";"1.12.1.2.1.1.4.1";"2990";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"103800";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"102000";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"102600";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"105400";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"105800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"104900";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"106300";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"102100";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089855";"1.12.1.2.1.1.4.2";"103300";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"90";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"80";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"80";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"80";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"90";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"100";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"80";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"80";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096314";"1.12.2.2.1.1.4.1";"110";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"120900";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"116900";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"117000";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"121700";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"118900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"112800";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"113500";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"105500";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096315";"1.12.2.2.1.1.4.2";"111600";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"20";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"50";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"40";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"50";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"60";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"50";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"50";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"50";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096502";"1.12.4.2.1.1.4.1";"40";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"81700";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"50600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"54700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"60600";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"51300";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"59600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"66200";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"69600";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096503";"1.12.4.2.1.1.4.2";"52800";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"170";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"200";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"210";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"210";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"200";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"210";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"230";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"210";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096691";"1.12.7.2.1.1.4.1";"200";"";"";"";"0"
