"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"89100";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"82100";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"77200";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"81800";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"86400";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"76500";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"86500";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"84300";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096692";"1.12.7.2.1.1.4.2";"76000";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"280";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"330";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"300";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"350";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"410";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"390";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"410";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"420";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664096880";"1.12.16.2.1.1.4.1";"380";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"108500";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"108600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"107800";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"106200";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"107900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"108500";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"106200";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"100000";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664096881";"1.12.16.2.1.1.4.2";"103300";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"70";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"80";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097068";"1.12.24.2.1.1.4.1";"90";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"144100";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"154700";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"154500";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"131300";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"153700";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"134600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"147400";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"141300";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097069";"1.12.24.2.1.1.4.2";"146500";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"570";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"650";"";"";"";"0"
"2013";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"710";"";"";"";"0"
"2014";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"720";"";"";"";"0"
"2015";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"730";"";"";"";"0"
"2016";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"640";"";"";"";"0"
"2017";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"710";"";"";"";"0"
"2018";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664097252";"1.12.28.2.1.1.4.1";"680";"";"";"";"0"
"2010";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097253";"1.12.28.2.1.1.4.2";"82900";"";"";"";"0"
"2011";"Canada";"2021A11124";"Doctorat (Grade de troisième cycle)";"Sciences physiques et de la vie, et technologies [6]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664097253";"1.12.28.2.1.1.4.2";"82800";"";"";"";"0"
